time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;
qtRefStock_Bar;11.76;19.59;19.59;19.59;19.59;19.59;19.59;19.59;19.59;19.59;19.59;19.59;17.5;17.5;17.5;17.5;17.5;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;16.57;18.26;18.26;18.26;16.51;16.51;16.51;16.51;16.51;16.51;16.51;16.51;16.51;16.51;16.51;16.51;16.51;16.51;16.51;16.51;16.51;18.21;18.21;18.21;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;16.46;18.17;18.17;18.17;18.17;16.43;16.43;16.43;15.55;15.55;15.55;15.55;15.55;15.55;15.55;15.55;15.55;15.55;15.55;15.55;15.55;15.55;17.4;
qtPeche_Seiche;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;334.09;334.09;334.09;334.09;334.09;334.09;334.09;334.09;650.12;650.12;650.12;650.12;650.12;650.12;650.12;650.12;0.0;0.0;0.0;0.0;0.0;0.0;189.62;189.62;189.62;189.62;189.62;189.62;189.62;189.62;189.62;379.24;379.24;379.24;379.24;379.24;379.24;379.24;379.24;379.24;559.83;559.83;559.83;559.83;559.83;559.83;559.83;559.83;559.83;0.0;0.0;316.03;316.03;316.03;316.03;623.03;623.03;623.03;623.03;623.03;0.0;0.0;0.0;180.59;180.59;180.59;361.18;361.18;361.18;0.0;0.0;316.03;316.03;316.03;623.03;623.03;623.03;623.03;0.0;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;180.59;361.18;361.18;361.18;361.18;532.74;532.74;532.74;532.74;532.74;532.74;532.74;0.0;0.0;0.0;307.0;307.0;307.0;604.97;604.97;604.97;0.0;0.0;0.0;0.0;0.0;0.0;180.59;180.59;180.59;180.59;180.59;180.59;
j2ChargesCarburant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
j3ChargesCarburant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
j1ChargesAutres;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;29082.0;17763.0;17763.0;17763.0;17763.0;17763.0;17763.0;17763.0;17763.0;17763.0;17763.0;17763.0;20911.0;20911.0;20911.0;20911.0;20911.0;20911.0;20911.0;20911.0;20911.0;12140.0;12140.0;12140.0;12140.0;12140.0;12140.0;12140.0;12140.0;12140.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;20630.0;15804.0;15804.0;15804.0;15804.0;15804.0;15804.0;15804.0;15804.0;15804.0;22530.0;22530.0;22530.0;22530.0;22530.0;22530.0;22530.0;22530.0;22530.0;22530.0;22530.0;22530.0;
qtPeche_Bar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;785.0;785.0;785.0;785.0;785.0;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;1134.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;657.3;657.3;657.3;657.3;657.3;657.3;657.3;657.3;657.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;657.3;657.3;657.3;657.3;657.3;657.3;657.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;653.54;653.54;653.54;984.07;984.07;984.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
qtRefStock_Seiche;5.69;9.67;9.67;9.67;9.67;9.67;9.67;9.67;9.67;9.67;9.67;9.67;9.67;9.67;9.67;9.67;9.67;9.3;9.3;9.3;9.3;9.3;9.3;9.3;9.3;8.95;8.95;8.95;8.95;8.95;8.95;8.95;8.95;8.95;8.95;8.95;8.95;8.95;8.95;8.74;8.74;8.74;8.74;8.74;8.74;8.74;8.74;8.74;8.53;8.53;8.53;8.53;8.53;8.53;8.53;8.53;8.53;8.33;8.33;8.33;8.33;8.33;8.33;8.33;8.33;9.27;9.27;9.27;8.92;8.92;8.92;8.92;8.58;8.58;8.58;8.58;8.58;8.58;8.58;8.58;8.38;8.38;8.38;8.18;8.18;9.17;9.17;9.17;8.82;8.82;8.82;8.48;8.48;8.48;8.48;8.48;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.28;8.08;8.08;8.08;8.08;7.89;7.89;7.89;7.89;7.89;7.89;8.96;8.96;8.96;8.96;8.62;8.62;8.62;8.29;8.29;8.29;8.29;8.29;8.29;8.29;8.29;8.29;8.09;8.09;8.09;8.09;8.09;9.1;
qtStock_Seiche;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8729.0;8394.91;8394.91;8394.91;8394.91;8394.91;8394.91;8394.91;8394.91;8078.88;8078.88;8078.88;8078.88;8078.88;8078.88;8078.88;8078.88;8078.88;8078.88;8078.88;8078.88;8078.88;8078.88;7889.26;7889.26;7889.26;7889.26;7889.26;7889.26;7889.26;7889.26;7889.26;7699.64;7699.64;7699.64;7699.64;7699.64;7699.64;7699.64;7699.64;7699.64;7519.05;7519.05;7519.05;7519.05;7519.05;7519.05;7519.05;7519.05;8369.0;8369.0;8369.0;8052.97;8052.97;8052.97;8052.97;7745.97;7745.97;7745.97;7745.97;7745.97;7745.97;7745.97;7745.97;7565.38;7565.38;7565.38;7384.79;7384.79;8276.0;8276.0;8276.0;7959.97;7959.97;7959.97;7652.97;7652.97;7652.97;7652.97;7652.97;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7472.38;7291.79;7291.79;7291.79;7291.79;7120.23;7120.23;7120.23;7120.23;7120.23;7120.23;8087.0;8087.0;8087.0;8087.0;7780.0;7780.0;7780.0;7482.03;7482.03;7482.03;7482.03;7482.03;7482.03;7482.03;7482.03;7482.03;7301.44;7301.44;7301.44;7301.44;7301.44;8218.0;
