time;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;
qtStock_Sole;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5478.0;5282.61;5282.61;5282.61;5282.61;5282.61;5282.61;5282.61;5282.61;5094.15;5094.15;5094.15;5094.15;5094.15;5094.15;5094.15;5094.15;5094.15;5094.15;5094.15;5094.15;5094.15;5094.15;4886.04;4886.04;4886.04;4886.04;4886.04;4886.04;4886.04;4886.04;4886.04;4687.18;4687.18;4687.18;4687.18;4687.18;4687.18;4687.18;4687.18;4687.18;4496.41;4496.41;4496.41;4496.41;4496.41;4496.41;4496.41;4496.41;5037.0;5037.0;5037.0;4857.79;4857.79;4857.79;4857.79;4684.36;4684.36;4684.36;4684.36;4684.36;4684.36;4684.36;4684.36;4493.59;4493.59;4493.59;4310.91;4310.91;4861.0;4861.0;4861.0;4687.57;4687.57;4687.57;4519.92;4519.92;4519.92;4519.92;4519.92;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4336.09;4159.19;4159.19;4159.19;4159.19;3989.23;3989.23;3989.23;3989.23;3989.23;3989.23;4549.0;4549.0;4549.0;4549.0;4387.13;4387.13;4387.13;4231.05;4231.05;4231.05;4231.05;4231.05;4231.05;4231.05;4231.05;4231.05;4058.78;4058.78;4058.78;4058.78;4058.78;4617.0;
qtRefPeche_Sole;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.69;1.69;1.69;1.69;1.69;1.69;1.69;1.69;3.32;3.32;3.32;3.32;3.32;3.32;3.32;3.32;0.0;0.0;0.0;0.0;0.0;0.0;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;3.52;3.52;3.52;3.52;3.52;3.52;3.52;3.52;3.52;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;5.17;0.0;0.0;1.55;1.55;1.55;1.55;3.05;3.05;3.05;3.05;3.05;0.0;0.0;0.0;1.65;1.65;1.65;3.23;3.23;3.23;0.0;0.0;1.5;1.5;1.5;2.95;2.95;2.95;2.95;0.0;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;1.59;3.12;3.12;3.12;3.12;4.59;4.59;4.59;4.59;4.59;4.59;4.59;0.0;0.0;0.0;1.4;1.4;1.4;2.75;2.75;2.75;0.0;0.0;0.0;0.0;0.0;0.0;1.49;1.49;1.49;1.49;1.49;1.49;
j2ChargesTaxe;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
j1ChargesCarburant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;359.0;112.0;112.0;112.0;112.0;112.0;112.0;112.0;112.0;112.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;157.0;157.0;157.0;157.0;157.0;157.0;157.0;157.0;157.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;
j2ChargesSalaire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
j1Produit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;145409.0;88816.0;88816.0;88816.0;88816.0;88816.0;88816.0;88816.0;88816.0;88816.0;88816.0;88816.0;104554.0;104554.0;104554.0;104554.0;104554.0;104554.0;104554.0;104554.0;104554.0;60702.0;60702.0;60702.0;60702.0;60702.0;60702.0;60702.0;60702.0;60702.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;103150.0;79020.0;79020.0;79020.0;79020.0;79020.0;79020.0;79020.0;79020.0;79020.0;112648.0;112648.0;112648.0;112648.0;112648.0;112648.0;112648.0;112648.0;112648.0;112648.0;112648.0;112648.0;
j3ChargesSalaire;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
j3ChargesAutres;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
j3Produit;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
